Brian,start_gkp,Sá,478,0
Brian,def,Robertson,284,0
Brian,def,Digne,33,0
Brian,def,Dalot,342,0
Brian,def,Zinchenko,313,0
Brian,mid,Ward-Prowse,407,0
Brian,mid,Foden,314,0
Brian,mid,Ødegaard,7,0
Brian,fwd,Álvarez,319,0
Brian,fwd,Kane,427,0
Brian,fwd,Darwin,297,0
Brian,sub_gkp,Bazunu,422,0
Brian,mid,Maddison,261,1
Brian,def,Cucurella,112,2
Brian,mid,James,231,3
Caoimhín,start_gkp,Lloris,425,0
Caoimhín,def,Alexander-Arnold,285,0
Caoimhín,def,Matip,276,0
Caoimhín,def,Alonso,129,0
Caoimhín,mid,De Bruyne,301,0
Caoimhín,mid,Saka,13,0
Caoimhín,mid,Mount,142,0
Caoimhín,mid,Coutinho,29,0
Caoimhín,mid,Martinelli,19,0
Caoimhín,fwd,Vardy,255,0
Caoimhín,fwd,Havertz,145,0
Caoimhín,sub_gkp,Pope,376,0
Caoimhín,def,Chilwell,139,1
Caoimhín,def,Stones,302,2
Caoimhín,fwd,Antonio,458,3
Niamh,start_gkp,Alisson,281,0
Niamh,def,Cancelo,306,0
Niamh,def,Cash,43,0
Niamh,def,Gabriel,16,0
Niamh,def,Doherty,429,0
Niamh,mid,Zaha,160,0
Niamh,mid,Son,428,0
Niamh,mid,Bowen,465,0
Niamh,mid,Sancho,340,0
Niamh,fwd,Wilson,356,0
Niamh,fwd,Watkins,40,0
Niamh,sub_gkp,Mendy,147,0
Niamh,def,Dier,430,1
Niamh,mid,Grealish,305,2
Niamh,fwd,Bamford,227,3
Seán,start_gkp,Ederson,307,0
Seán,def,Dias,312,0
Seán,def,Thiago Silva,128,0
Seán,def,Koulibaly,520,0
Seán,mid,Salah,283,0
Seán,mid,Luis Díaz,293,0
Seán,mid,Sterling,304,0
Seán,mid,Mahrez,303,0
Seán,mid,Rashford,335,0
Seán,fwd,Jesus,28,0
Seán,fwd,Ronaldo,326,0
Seán,sub_gkp,De Gea,327,0
Seán,fwd,Mitrović,210,1
Seán,def,Tierney,8,2
Seán,def,Coufal,463,3
Violet,start_gkp,Ramsdale,15,0
Violet,def,James,146,0
Violet,def,Van Dijk,280,0
Violet,def,Walker,299,0
Violet,def,Perišić,448,0
Violet,def,Trippier,357,0
Violet,mid,Fernandes,333,0
Violet,mid,Kulusevski,446,0
Violet,mid,Bernardo,311,0
Violet,mid,Barnes,264,0
Violet,fwd,Haaland,318,0
Violet,sub_gkp,Travers,72,0
Violet,fwd,Firmino,279,1
Violet,fwd,Calvert-Lewin,191,2
Violet,mid,Saint-Maximin,368,3
